x,y
980,974
986,974
992,974
999,974
1005,974
1011,974
1017,974
382,973
388,973
394,973
400,973
407,973
413,973
419,973
425,973
432,973
438,973
444,973
450,973
457,973
463,973
469,973
475,973
576,973
582,973
606,973
612,973
618,973
625,973
631,973
637,973
643,973
650,973
656,973
662,973
668,973
675,973
681,973
687,973
693,973
700,973
767,973
773,973
779,973
786,973
792,973
798,973
804,973
811,973
951,973
957,973
963,973
971,973
978,973
985,973
992,973
998,973
1005,973
1011,973
1017,973
1023,973
388,972
394,972
400,972
406,972
413,972
420,972
426,972
432,972
439,972
445,972
451,972
457,972
464,972
470,972
477,972
609,972
615,972
622,972
628,972
634,972
640,972
647,972
653,972
659,972
665,972
672,972
678,972
684,972
690,972
697,972
703,972
774,972
780,972
788,972
794,972
801,972
920,972
937,972
944,972
950,972
956,972
962,972
969,972
975,972
981,972
987,972
994,972
1000,972
1006,972
1012,972
1019,972
383,971
389,971
395,971
402,971
408,971
414,971
420,971
427,971
439,971
445,971
451,971
457,971
464,971
470,971
476,971
614,971
621,971
627,971
633,971
639,971
646,971
652,971
658,971
664,971
671,971
677,971
683,971
689,971
696,971
702,971
794,971
800,971
888,971
894,971
920,971
926,971
932,971
939,971
945,971
951,971
957,971
964,971
970,971
976,971
982,971
989,971
995,971
1001,971
1007,971
1014,971
1020,971
386,970
392,970
399,970
407,970
427,970
447,970
455,970
461,970
467,970
473,970
615,970
622,970
628,970
634,970
640,970
647,970
653,970
659,970
665,970
672,970
678,970
684,970
690,970
697,970
883,970
889,970
895,970
902,970
908,970
914,970
920,970
926,970
933,970
939,970
945,970
951,970
958,970
964,970
970,970
976,970
983,970
989,970
995,970
1001,970
1008,970
1014,970
1020,970
1026,970
393,969
399,969
445,969
451,969
615,969
621,969
627,969
633,969
639,969
646,969
652,969
658,969
664,969
671,969
677,969
683,969
689,969
696,969
880,969
886,969
892,969
902,969
909,969
915,969
921,969
928,969
934,969
940,969
946,969
953,969
959,969
965,969
971,969
977,969
984,969
990,969
996,969
1002,969
1009,969
1015,969
1021,969
1027,969
620,968
626,968
632,968
641,968
650,968
656,968
662,968
669,968
676,968
682,968
690,968
699,968
884,968
890,968
896,968
902,968
908,968
915,968
921,968
927,968
933,968
940,968
946,968
952,968
958,968
965,968
971,968
977,968
983,968
990,968
996,968
1002,968
1008,968
1015,968
1021,968
1027,968
623,967
629,967
636,967
642,967
648,967
654,967
661,967
667,967
673,967
679,967
686,967
692,967
878,967
884,967
891,967
897,967
903,967
909,967
916,967
922,967
928,967
934,967
941,967
947,967
953,967
959,967
965,967
972,967
978,967
984,967
990,967
997,967
1003,967
1009,967
1015,967
1022,967
1028,967
625,966
631,966
638,966
653,966
659,966
686,966
693,966
883,966
889,966
895,966
902,966
908,966
914,966
920,966
926,966
933,966
939,966
945,966
951,966
958,966
964,966
970,966
976,966
983,966
989,966
995,966
1001,966
1008,966
1014,966
1020,966
1026,966
627,965
656,965
881,965
887,965
894,965
900,965
906,965
912,965
918,965
925,965
931,965
937,965
943,965
950,965
956,965
962,965
968,965
975,965
981,965
987,965
993,965
1000,965
1006,965
1012,965
1018,965
1025,965
254,964
260,964
328,964
334,964
341,964
881,964
887,964
893,964
900,964
906,964
912,964
918,964
925,964
931,964
937,964
943,964
950,964
956,964
962,964
968,964
975,964
981,964
987,964
993,964
1000,964
1006,964
1012,964
1018,964
1024,964
246,963
253,963
261,963
324,963
331,963
341,963
347,963
353,963
883,963
889,963
895,963
901,963
908,963
914,963
920,963
926,963
933,963
939,963
945,963
951,963
958,963
964,963
970,963
976,963
982,963
989,963
995,963
1001,963
1007,963
1014,963
1020,963
1026,963
246,962
253,962
259,962
265,962
321,962
328,962
334,962
340,962
346,962
353,962
880,962
886,962
892,962
899,962
905,962
911,962
917,962
923,962
930,962
936,962
942,962
948,962
955,962
961,962
967,962
973,962
980,962
986,962
992,962
998,962
1005,962
1011,962
1017,962
1023,962
246,961
252,961
258,961
264,961
273,961
291,961
320,961
328,961
334,961
341,961
347,961
358,961
884,961
891,961
897,961
903,961
909,961
916,961
922,961
928,961
934,961
941,961
947,961
953,961
959,961
966,961
972,961
978,961
984,961
990,961
997,961
1003,961
1009,961
1015,961
1022,961
1053,961
243,960
249,960
256,960
262,960
268,960
274,960
284,960
290,960
318,960
324,960
331,960
337,960
343,960
349,960
356,960
362,960
893,960
899,960
905,960
912,960
918,960
924,960
931,960
938,960
944,960
950,960
956,960
963,960
969,960
975,960
981,960
991,960
1018,960
1052,960
1058,960
246,959
252,959
258,959
264,959
271,959
277,959
283,959
289,959
295,959
315,959
321,959
327,959
333,959
340,959
346,959
352,959
358,959
365,959
382,959
826,959
832,959
839,959
845,959
892,959
898,959
905,959
911,959
917,959
923,959
929,959
936,959
942,959
948,959
954,959
961,959
967,959
973,959
979,959
987,959
996,959
1002,959
1008,959
1015,959
1050,959
1056,959
1062,959
244,958
250,958
256,958
262,958
269,958
275,958
281,958
287,958
293,958
300,958
308,958
314,958
320,958
327,958
333,958
339,958
345,958
352,958
358,958
364,958
370,958
377,958
383,958
814,958
820,958
827,958
833,958
839,958
845,958
893,958
900,958
906,958
912,958
918,958
925,958
931,958
937,958
943,958
950,958
956,958
966,958
972,958
979,958
987,958
1047,958
1053,958
1060,958
1066,958
1072,958
1078,958
243,957
249,957
255,957
261,957
268,957
274,957
280,957
286,957
292,957
299,957
305,957
311,957
317,957
324,957
330,957
336,957
342,957
349,957
355,957
361,957
367,957
375,957
381,957
387,957
815,957
822,957
828,957
834,957
840,957
846,957
897,957
903,957
909,957
915,957
922,957
928,957
934,957
956,957
963,957
969,957
975,957
981,957
1047,957
1053,957
1059,957
1065,957
1074,957
1080,957
1086,957
246,956
253,956
259,956
265,956
271,956
277,956
284,956
290,956
296,956
302,956
309,956
315,956
321,956
327,956
334,956
340,956
346,956
352,956
359,956
365,956
371,956
377,956
384,956
390,956
813,956
819,956
826,956
832,956
838,956
844,956
850,956
902,956
909,956
915,956
921,956
929,956
967,956
978,956
1046,956
1053,956
1059,956
1065,956
1071,956
1078,956
1084,956
1090,956
171,955
243,955
250,955
256,955
262,955
269,955
275,955
281,955
287,955
293,955
300,955
306,955
312,955
318,955
325,955
331,955
337,955
343,955
350,955
356,955
362,955
368,955
375,955
381,955
387,955
807,955
814,955
820,955
826,955
832,955
838,955
845,955
851,955
857,955
904,955
911,955
917,955
923,955
929,955
974,955
1046,955
1052,955
1058,955
1065,955
1071,955
1077,955
1083,955
1091,955
168,954
174,954
198,954
244,954
252,954
260,954
266,954
272,954
279,954
285,954
291,954
297,954
304,954
310,954
316,954
322,954
329,954
335,954
341,954
347,954
354,954
360,954
366,954
372,954
379,954
385,954
391,954
760,954
805,954
811,954
817,954
823,954
829,954
836,954
842,954
848,954
854,954
861,954
875,954
910,954
917,954
926,954
1048,954
1054,954
1060,954
1067,954
1073,954
1079,954
1085,954
1092,954
160,953
167,953
173,953
180,953
199,953
205,953
248,953
254,953
261,953
267,953
273,953
279,953
286,953
292,953
298,953
304,953
311,953
317,953
323,953
329,953
336,953
342,953
348,953
354,953
361,953
367,953
373,953
379,953
385,953
393,953
730,953
736,953
752,953
759,953
767,953
773,953
779,953
804,953
810,953
816,953
822,953
829,953
835,953
841,953
847,953
854,953
860,953
866,953
872,953
879,953
915,953
921,953
1047,953
1053,953
1060,953
1066,953
1072,953
1078,953
1085,953
1091,953
145,952
151,952
158,952
164,952
170,952
176,952
183,952
196,952
202,952
208,952
263,952
269,952
275,952
281,952
288,952
294,952
300,952
306,952
312,952
319,952
325,952
331,952
337,952
344,952
350,952
356,952
362,952
369,952
375,952
381,952
387,952
394,952
728,952
734,952
740,952
747,952
753,952
759,952
765,952
772,952
778,952
784,952
804,952
810,952
817,952
823,952
829,952
835,952
842,952
848,952
854,952
860,952
867,952
873,952
879,952
1050,952
1057,952
1063,952
1069,952
1075,952
1082,952
1088,952
143,951
151,951
158,951
165,951
171,951
177,951
183,951
190,951
196,951
202,951
208,951
266,951
272,951
278,951
284,951
291,951
297,951
303,951
309,951
316,951
322,951
328,951
334,951
341,951
347,951
353,951
359,951
365,951
372,951
378,951
384,951
390,951
725,951
731,951
737,951
744,951
752,951
758,951
764,951
770,951
777,951
784,951
802,951
808,951
815,951
821,951
827,951
833,951
840,951
846,951
852,951
858,951
864,951
871,951
877,951
1051,951
1057,951
1064,951
1070,951
1076,951
1082,951
1089,951
142,950
148,950
154,950
161,950
167,950
173,950
179,950
186,950
192,950
198,950
204,950
211,950
217,950
223,950
266,950
272,950
279,950
285,950
291,950
297,950
304,950
310,950
316,950
322,950
329,950
335,950
341,950
347,950
354,950
360,950
366,950
372,950
379,950
385,950
391,950
723,950
729,950
736,950
742,950
748,950
754,950
761,950
767,950
773,950
779,950
786,950
792,950
798,950
804,950
811,950
817,950
823,950
829,950
836,950
842,950
848,950
854,950
861,950
867,950
873,950
879,950
1053,950
1061,950
1067,950
1073,950
1079,950
1086,950
140,949
146,949
152,949
159,949
165,949
171,949
177,949
184,949
190,949
196,949
202,949
209,949
221,949
269,949
275,949
282,949
288,949
294,949
300,949
306,949
313,949
319,949
325,949
331,949
338,949
344,949
350,949
356,949
363,949
369,949
375,949
381,949
388,949
720,949
726,949
732,949
739,949
745,949
751,949
757,949
764,949
770,949
776,949
782,949
788,949
800,949
806,949
812,949
818,949
825,949
831,949
837,949
843,949
850,949
856,949
862,949
868,949
875,949
881,949
1058,949
1064,949
1071,949
1077,949
1083,949
138,948
144,948
151,948
157,948
163,948
169,948
176,948
182,948
188,948
194,948
201,948
207,948
213,948
219,948
226,948
271,948
277,948
283,948
290,948
296,948
302,948
308,948
315,948
321,948
327,948
333,948
339,948
346,948
352,948
358,948
364,948
371,948
377,948
383,948
389,948
724,948
730,948
736,948
742,948
749,948
755,948
761,948
767,948
774,948
780,948
786,948
792,948
799,948
805,948
811,948
817,948
823,948
830,948
836,948
842,948
848,948
855,948
861,948
867,948
873,948
880,948
1061,948
1067,948
1073,948
138,947
144,947
150,947
156,947
163,947
169,947
175,947
181,947
188,947
194,947
200,947
206,947
212,947
219,947
225,947
269,947
275,947
282,947
288,947
294,947
300,947
307,947
313,947
319,947
325,947
332,947
338,947
344,947
350,947
357,947
363,947
369,947
375,947
381,947
388,947
723,947
729,947
735,947
742,947
748,947
754,947
760,947
767,947
773,947
779,947
785,947
792,947
798,947
804,947
810,947
817,947
823,947
829,947
835,947
842,947
848,947
854,947
860,947
866,947
873,947
879,947
1066,947
1072,947
140,946
146,946
152,946
158,946
165,946
171,946
177,946
183,946
190,946
196,946
202,946
208,946
215,946
221,946
227,946
273,946
280,946
286,946
292,946
298,946
304,946
311,946
317,946
323,946
329,946
336,946
342,946
348,946
354,946
361,946
367,946
373,946
379,946
386,946
723,946
729,946
735,946
742,946
748,946
754,946
760,946
767,946
773,946
779,946
785,946
791,946
798,946
804,946
810,946
816,946
823,946
829,946
835,946
841,946
848,946
854,946
860,946
866,946
873,946
879,946
136,945
142,945
149,945
155,945
161,945
167,945
173,945
180,945
186,945
192,945
198,945
205,945
211,945
217,945
223,945
230,945
277,945
283,945
289,945
296,945
302,945
308,945
314,945
321,945
327,945
333,945
339,945
346,945
352,945
358,945
364,945
372,945
380,945
575,945
581,945
724,945
731,945
737,945
743,945
749,945
756,945
762,945
768,945
774,945
781,945
787,945
793,945
799,945
806,945
812,945
818,945
824,945
831,945
837,945
843,945
849,945
855,945
862,945
868,945
874,945
880,945
139,944
145,944
151,944
157,944
164,944
170,944
176,944
182,944
189,944
195,944
201,944
207,944
214,944
220,944
226,944
275,944
290,944
296,944
302,944
308,944
314,944
321,944
327,944
333,944
347,944
364,944
375,944
381,944
576,944
583,944
722,944
730,944
736,944
743,944
749,944
755,944
761,944
768,944
774,944
780,944
786,944
792,944
799,944
805,944
811,944
817,944
824,944
830,944
836,944
842,944
849,944
855,944
861,944
867,944
874,944
880,944
140,943
146,943
153,943
159,943
165,943
171,943
178,943
184,943
190,943
196,943
202,943
209,943
215,943
221,943
227,943
282,943
288,943
294,943
300,943
307,943
313,943
319,943
325,943
332,943
338,943
344,943
350,943
357,943
517,943
532,943
538,943
545,943
553,943
559,943
565,943
571,943
578,943
584,943
590,943
596,943
603,943
727,943
733,943
739,943
746,943
752,943
758,943
764,943
771,943
777,943
783,943
789,943
796,943
802,943
808,943
814,943
821,943
827,943
833,943
839,943
845,943
852,943
858,943
864,943
870,943
877,943
883,943
141,942
147,942
154,942
160,942
166,942
172,942
179,942
185,942
191,942
197,942
204,942
210,942
216,942
222,942
229,942
289,942
295,942
301,942
307,942
314,942
321,942
327,942
333,942
517,942
523,942
529,942
535,942
542,942
548,942
554,942
560,942
567,942
573,942
579,942
585,942
592,942
598,942
604,942
729,942
735,942
742,942
748,942
754,942
760,942
767,942
773,942
779,942
785,942
792,942
798,942
804,942
810,942
817,942
823,942
829,942
835,942
842,942
848,942
854,942
860,942
867,942
873,942
879,942
141,941
147,941
154,941
160,941
166,941
172,941
179,941
185,941
191,941
197,941
204,941
210,941
216,941
222,941
292,941
298,941
304,941
310,941
317,941
518,941
524,941
531,941
538,941
544,941
551,941
557,941
563,941
570,941
576,941
582,941
588,941
595,941
601,941
607,941
623,941
651,941
657,941
732,941
738,941
745,941
751,941
757,941
763,941
770,941
776,941
782,941
788,941
794,941
801,941
807,941
813,941
819,941
826,941
832,941
838,941
844,941
851,941
857,941
863,941
869,941
876,941
139,940
145,940
151,940
158,940
165,940
174,940
180,940
188,940
194,940
202,940
208,940
214,940
221,940
296,940
302,940
308,940
315,940
516,940
522,940
528,940
535,940
541,940
547,940
553,940
560,940
566,940
572,940
578,940
585,940
591,940
597,940
603,940
610,940
616,940
622,940
628,940
639,940
648,940
654,940
660,940
696,940
733,940
739,940
745,940
751,940
758,940
764,940
770,940
776,940
783,940
789,940
795,940
801,940
808,940
814,940
820,940
826,940
833,940
839,940
845,940
851,940
857,940
864,940
872,940
140,939
146,939
153,939
159,939
165,939
171,939
181,939
187,939
193,939
199,939
217,939
298,939
304,939
310,939
464,939
470,939
512,939
518,939
524,939
531,939
537,939
543,939
549,939
556,939
562,939
568,939
574,939
581,939
587,939
593,939
599,939
606,939
613,939
621,939
627,939
635,939
641,939
649,939
655,939
688,939
697,939
732,939
738,939
744,939
751,939
757,939
763,939
769,939
776,939
782,939
788,939
794,939
801,939
807,939
813,939
819,939
826,939
832,939
838,939
844,939
851,939
857,939
863,939
869,939
876,939
145,938
151,938
157,938
163,938
190,938
300,938
306,938
457,938
464,938
470,938
509,938
515,938
522,938
528,938
534,938
540,938
547,938
553,938
559,938
565,938
572,938
578,938
584,938
590,938
597,938
603,938
609,938
615,938
621,938
628,938
634,938
640,938
646,938
653,938
659,938
665,938
690,938
697,938
733,938
739,938
745,938
756,938
768,938
776,938
782,938
792,938
799,938
805,938
813,938
819,938
829,938
835,938
841,938
847,938
854,938
144,937
150,937
156,937
439,937
445,937
451,937
457,937
464,937
470,937
477,937
512,937
519,937
525,937
531,937
537,937
544,937
550,937
556,937
562,937
568,937
575,937
581,937
587,937
593,937
600,937
606,937
612,937
618,937
625,937
631,937
637,937
643,937
650,937
656,937
662,937
669,937
676,937
682,937
688,937
694,937
701,937
746,937
752,937
758,937
764,937
781,937
787,937
797,937
803,937
810,937
823,937
829,937
845,937
144,936
150,936
156,936
432,936
439,936
445,936
451,936
457,936
464,936
470,936
476,936
482,936
513,936
519,936
525,936
531,936
537,936
544,936
550,936
556,936
562,936
569,936
575,936
581,936
587,936
594,936
600,936
606,936
612,936
619,936
625,936
631,936
637,936
644,936
650,936
656,936
662,936
668,936
675,936
681,936
687,936
693,936
700,936
797,936
803,936
809,936
152,935
425,935
432,935
441,935
448,935
454,935
460,935
466,935
473,935
479,935
487,935
512,935
519,935
525,935
531,935
537,935
543,935
550,935
556,935
562,935
568,935
575,935
581,935
587,935
593,935
600,935
606,935
612,935
618,935
625,935
631,935
637,935
643,935
650,935
656,935
662,935
668,935
675,935
681,935
687,935
693,935
699,935
803,935
426,934
432,934
438,934
445,934
451,934
457,934
463,934
470,934
476,934
483,934
489,934
496,934
510,934
516,934
522,934
529,934
535,934
541,934
547,934
554,934
560,934
566,934
572,934
578,934
585,934
591,934
597,934
603,934
610,934
616,934
622,934
628,934
635,934
641,934
647,934
653,934
660,934
666,934
672,934
678,934
685,934
691,934
697,934
703,934
421,933
430,933
436,933
442,933
448,933
455,933
461,933
467,933
473,933
480,933
486,933
493,933
506,933
513,933
519,933
525,933
531,933
538,933
544,933
550,933
556,933
563,933
569,933
575,933
581,933
587,933
594,933
600,933
606,933
612,933
619,933
625,933
631,933
637,933
644,933
650,933
656,933
662,933
669,933
675,933
681,933
687,933
694,933
700,933
707,933
423,932
430,932
436,932
442,932
448,932
454,932
461,932
467,932
473,932
479,932
486,932
492,932
498,932
509,932
516,932
522,932
528,932
534,932
541,932
547,932
553,932
559,932
566,932
572,932
578,932
584,932
591,932
597,932
603,932
609,932
615,932
622,932
628,932
634,932
640,932
647,932
653,932
659,932
665,932
672,932
678,932
684,932
690,932
697,932
703,932
421,931
427,931
434,931
440,931
446,931
452,931
458,931
465,931
471,931
477,931
483,931
490,931
496,931
508,931
514,931
521,931
527,931
533,931
539,931
546,931
552,931
558,931
564,931
571,931
577,931
583,931
589,931
596,931
602,931
608,931
614,931
620,931
627,931
633,931
639,931
645,931
652,931
658,931
664,931
670,931
677,931
683,931
689,931
695,931
702,931
708,931
423,930
429,930
436,930
442,930
448,930
454,930
461,930
467,930
473,930
479,930
485,930
492,930
498,930
513,930
519,930
526,930
532,930
538,930
544,930
551,930
557,930
563,930
569,930
576,930
582,930
588,930
594,930
601,930
607,930
613,930
619,930
626,930
632,930
638,930
644,930
650,930
657,930
663,930
669,930
675,930
682,930
688,930
694,930
700,930
707,930
421,929
427,929
433,929
440,929
446,929
452,929
458,929
465,929
471,929
477,929
483,929
489,929
496,929
517,929
523,929
529,929
536,929
549,929
555,929
561,929
568,929
574,929
580,929
586,929
593,929
599,929
605,929
611,929
618,929
624,929
630,929
636,929
643,929
649,929
655,929
661,929
667,929
674,929
680,929
686,929
692,929
699,929
705,929
420,928
426,928
433,928
439,928
445,928
451,928
458,928
464,928
470,928
476,928
483,928
489,928
495,928
519,928
536,928
554,928
560,928
566,928
572,928
579,928
585,928
591,928
597,928
604,928
610,928
616,928
622,928
629,928
635,928
641,928
647,928
654,928
660,928
666,928
672,928
679,928
685,928
691,928
697,928
422,927
428,927
434,927
440,927
446,927
453,927
459,927
465,927
471,927
478,927
484,927
490,927
496,927
525,927
531,927
553,927
561,927
568,927
574,927
580,927
586,927
593,927
599,927
605,927
611,927
618,927
625,927
631,927
637,927
643,927
650,927
656,927
663,927
670,927
677,927
683,927
689,927
695,927
702,927
952,927
1012,927
426,926
433,926
439,926
445,926
451,926
458,926
464,926
470,926
476,926
482,926
489,926
495,926
554,926
561,926
568,926
581,926
587,926
593,926
600,926
606,926
614,926
620,926
628,926
634,926
643,926
649,926
656,926
662,926
668,926
676,926
683,926
689,926
695,926
701,926
945,926
952,926
958,926
978,926
984,926
991,926
997,926
1003,926
1009,926
1016,926
426,925
432,925
438,925
445,925
451,925
457,925
463,925
470,925
476,925
482,925
488,925
495,925
559,925
565,925
571,925
577,925
584,925
590,925
596,925
602,925
609,925
618,925
624,925
630,925
637,925
643,925
649,925
655,925
662,925
668,925
674,925
680,925
687,925
937,925
943,925
949,925
955,925
963,925
969,925
975,925
981,925
993,925
1000,925
1006,925
1013,925
1020,925
1026,925
425,924
431,924
438,924
444,924
450,924
456,924
467,924
473,924
479,924
485,924
494,924
562,924
579,924
586,924
592,924
599,924
606,924
627,924
633,924
645,924
653,924
672,924
678,924
686,924
935,924
941,924
947,924
954,924
960,924
966,924
972,924
979,924
985,924
991,924
997,924
1004,924
1010,924
1016,924
1022,924
1028,924
427,923
436,923
442,923
448,923
455,923
461,923
467,923
473,923
480,923
486,923
492,923
587,923
594,923
600,923
628,923
649,923
677,923
926,923
932,923
938,923
945,923
951,923
957,923
963,923
969,923
976,923
982,923
988,923
994,923
1001,923
1007,923
1013,923
1019,923
1026,923
1033,923
1041,923
435,922
442,922
448,922
454,922
469,922
476,922
482,922
488,922
591,922
597,922
924,922
930,922
936,922
942,922
949,922
955,922
961,922
967,922
974,922
980,922
986,922
992,922
999,922
1005,922
1011,922
1017,922
1024,922
1030,922
1036,922
1042,922
403,921
451,921
480,921
486,921
596,921
925,921
931,921
937,921
943,921
950,921
956,921
962,921
968,921
975,921
981,921
987,921
993,921
1000,921
1006,921
1012,921
1018,921
1025,921
1031,921
1037,921
1043,921
398,920
404,920
919,920
925,920
931,920
938,920
944,920
950,920
956,920
963,920
969,920
975,920
981,920
988,920
994,920
1000,920
1006,920
1013,920
1019,920
1025,920
1031,920
1038,920
1044,920
352,919
380,919
401,919
834,919
840,919
923,919
929,919
936,919
942,919
948,919
954,919
961,919
967,919
973,919
979,919
986,919
992,919
998,919
1004,919
1011,919
1017,919
1023,919
1029,919
1036,919
1042,919
1048,919
353,918
359,918
376,918
382,918
393,918
399,918
406,918
832,918
838,918
916,918
924,918
930,918
936,918
942,918
949,918
955,918
961,918
967,918
974,918
980,918
986,918
992,918
999,918
1005,918
1011,918
1017,918
1023,918
1030,918
1036,918
1042,918
1048,918
333,917
346,917
353,917
361,917
368,917
378,917
384,917
391,917
400,917
406,917
829,917
836,917
915,917
921,917
927,917
933,917
940,917
946,917
952,917
958,917
964,917
971,917
977,917
983,917
989,917
996,917
1002,917
1008,917
1014,917
1021,917
1027,917
1033,917
1039,917
1046,917
321,916
327,916
333,916
340,916
346,916
352,916
358,916
365,916
371,916
377,916
383,916
389,916
396,916
402,916
408,916
827,916
834,916
840,916
915,916
921,916
928,916
934,916
940,916
946,916
953,916
959,916
965,916
971,916
978,916
984,916
990,916
996,916
1002,916
1009,916
1015,916
1021,916
1027,916
1034,916
1040,916
1046,916
317,915
327,915
335,915
347,915
353,915
360,915
366,915
372,915
378,915
385,915
391,915
397,915
403,915
410,915
418,915
831,915
837,915
843,915
917,915
923,915
929,915
935,915
942,915
948,915
954,915
960,915
967,915
973,915
979,915
985,915
992,915
998,915
1004,915
1010,915
1017,915
1023,915
1029,915
1035,915
1042,915
311,914
317,914
323,914
329,914
336,914
342,914
348,914
354,914
361,914
367,914
373,914
379,914
386,914
392,914
398,914
404,914
411,914
417,914
823,914
829,914
836,914
842,914
848,914
923,914
930,914
936,914
942,914
948,914
954,914
961,914
967,914
973,914
979,914
986,914
992,914
998,914
1004,914
1011,914
1017,914
1023,914
1029,914
1036,914
1042,914
311,913
319,913
326,913
332,913
338,913
344,913
350,913
357,913
363,913
369,913
375,913
382,913
388,913
394,913
400,913
407,913
413,913
422,913
827,913
834,913
840,913
846,913
919,913
926,913
932,913
938,913
944,913
951,913
957,913
963,913
969,913
975,913
982,913
988,913
994,913
1000,913
1007,913
1013,913
1019,913
1025,913
1032,913
1038,913
1045,913
312,912
319,912
325,912
331,912
337,912
344,912
350,912
356,912
362,912
369,912
375,912
381,912
387,912
